Parser,Category,File,Result
yasjf4j-fastjson,correct,y_number_real_fraction_exponent.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,y_string_nonCharacterInUTF-8_U+10FFFF.json,OK
yasjf4j-fastjson,correct,roundtrip02.json,OK
yasjf4j-fastjson,correct,y_string_accepted_surrogate_pairs.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,empty-object-in-array.json,OK
yasjf4j-fastjson,correct,y_object_empty_key.json,OK
yasjf4j-fastjson,correct,y_array_null.json,OK
yasjf4j-fastjson,correct,y_string_unicode_U+1FFFE_nonchar.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,roundtrip15.json,OK
yasjf4j-fastjson,correct,y_number_negative_one.json,OK
yasjf4j-fastjson,correct,y_string_backslash_doublequotes.json,OK
yasjf4j-fastjson,correct,y_object_empty.json,OK
yasjf4j-fastjson,correct,y_number_int_with_exp.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,y_number_minus_zero.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,real-underflow.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,y_array_empty-string.json,OK
yasjf4j-fastjson,correct,roundtrip03.json,OK
yasjf4j-fastjson,correct,y_number_real_pos_exponent.json,OK
yasjf4j-fastjson,correct,y_string_double_escape_a.json,OK
yasjf4j-fastjson,correct,canada.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,y_string_unescaped_char_delete.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,y_structure_string_empty.json,PARSE_EXCEPTION
yasjf4j-fastjson,correct,roundtrip17.json,OK
yasjf4j-fastjson,correct,empty-string.json,OK
yasjf4j-fastjson,correct,y_string_uEscape.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,negative-one.json,OK
yasjf4j-fastjson,correct,roundtrip20.json,OK
yasjf4j-fastjson,correct,roundtrip01.json,OK
yasjf4j-fastjson,correct,real-positive-exponent.json,OK
yasjf4j-fastjson,correct,y_number_simple_real.json,OK
yasjf4j-fastjson,correct,y_array_heterogeneous.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,simple-real.json,OK
yasjf4j-fastjson,correct,y_object_long_strings.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,simple-ascii-string.json,OK
yasjf4j-fastjson,correct,y_object_duplicated_key.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,org-json-pass3.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,y_string_unicode_U+2064_invisible_plus.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,y_number_real_capital_e_neg_exp.json,EQUIVALENT_OBJECT
yasjf4j-fastjson,correct,y_number_real_capital_e_pos_exp.json,OK
