Parser,Category,File,Result
yasjf4j-klaxon,correct,y_number_real_fraction_exponent.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_string_nonCharacterInUTF-8_U+10FFFF.json,OK
yasjf4j-klaxon,correct,roundtrip02.json,OK
yasjf4j-klaxon,correct,y_string_accepted_surrogate_pairs.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,empty-object-in-array.json,OK
yasjf4j-klaxon,correct,y_object_empty_key.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_string_unicode_U+1FFFE_nonchar.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_array_null.json,NON_EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,roundtrip15.json,OK
yasjf4j-klaxon,correct,y_number_negative_one.json,OK
yasjf4j-klaxon,correct,y_string_backslash_doublequotes.json,OK
yasjf4j-klaxon,correct,y_object_empty.json,OK
yasjf4j-klaxon,correct,y_number_int_with_exp.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_number_minus_zero.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,real-underflow.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_array_empty-string.json,OK
yasjf4j-klaxon,correct,roundtrip03.json,OK
yasjf4j-klaxon,correct,y_number_real_pos_exponent.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_string_double_escape_a.json,OK
yasjf4j-klaxon,correct,y_string_unescaped_char_delete.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,canada.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,roundtrip17.json,OK
yasjf4j-klaxon,correct,y_structure_string_empty.json,PARSE_EXCEPTION
yasjf4j-klaxon,correct,y_string_uEscape.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,empty-string.json,OK
yasjf4j-klaxon,correct,negative-one.json,OK
yasjf4j-klaxon,correct,roundtrip20.json,OK
yasjf4j-klaxon,correct,roundtrip01.json,NON_EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_number_simple_real.json,OK
yasjf4j-klaxon,correct,real-positive-exponent.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_array_heterogeneous.json,NON_EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,simple-real.json,OK
yasjf4j-klaxon,correct,y_object_long_strings.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,simple-ascii-string.json,OK
yasjf4j-klaxon,correct,y_object_duplicated_key.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,org-json-pass3.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_string_unicode_U+2064_invisible_plus.json,OK
yasjf4j-klaxon,correct,y_number_real_capital_e_pos_exp.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_number_real_capital_e_neg_exp.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,negative-zero.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,roundtrip27.json,OK
yasjf4j-klaxon,correct,roundtrip21.json,OK
yasjf4j-klaxon,correct,y_structure_true_in_array.json,OK
yasjf4j-klaxon,correct,y_string_simple_ascii.json,OK
yasjf4j-klaxon,correct,y_string_unicode.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_string_accepted_surrogate_pair.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_string_nbsp_uescaped.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,y_number_0e+1.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,escaped-utf-control-char.json,OK
yasjf4j-klaxon,correct,org-json-pass1.json,PRINT_EXCEPTION
yasjf4j-klaxon,correct,utf-surrogate-four-byte-encoding.json,EQUIVALENT_OBJECT
yasjf4j-klaxon,correct,empty-array.json,OK
yasjf4j-klaxon,correct,real-fraction-exponent.json,EQUIVALENT_OBJECT
