Parser,Category,File,Result
yasjf4j-jsonutil,correct,y_number_real_fraction_exponent.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_string_nonCharacterInUTF-8_U+10FFFF.json,OK
yasjf4j-jsonutil,correct,roundtrip02.json,OK
yasjf4j-jsonutil,correct,y_string_accepted_surrogate_pairs.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,empty-object-in-array.json,OK
yasjf4j-jsonutil,correct,y_object_empty_key.json,PRINT_EXCEPTION
yasjf4j-jsonutil,correct,y_string_unicode_U+1FFFE_nonchar.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_array_null.json,OK
yasjf4j-jsonutil,correct,roundtrip15.json,OK
yasjf4j-jsonutil,correct,y_number_negative_one.json,OK
yasjf4j-jsonutil,correct,y_string_backslash_doublequotes.json,OK
yasjf4j-jsonutil,correct,y_object_empty.json,OK
yasjf4j-jsonutil,correct,y_number_int_with_exp.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,y_number_minus_zero.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,real-underflow.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,y_array_empty-string.json,OK
yasjf4j-jsonutil,correct,roundtrip03.json,OK
yasjf4j-jsonutil,correct,y_number_real_pos_exponent.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,y_string_double_escape_a.json,OK
yasjf4j-jsonutil,correct,y_string_unescaped_char_delete.json,OK
yasjf4j-jsonutil,correct,canada.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,roundtrip17.json,OK
yasjf4j-jsonutil,correct,y_structure_string_empty.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,y_string_uEscape.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,empty-string.json,OK
yasjf4j-jsonutil,correct,negative-one.json,OK
yasjf4j-jsonutil,correct,roundtrip20.json,OK
yasjf4j-jsonutil,correct,roundtrip01.json,OK
yasjf4j-jsonutil,correct,y_number_simple_real.json,OK
yasjf4j-jsonutil,correct,real-positive-exponent.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,y_array_heterogeneous.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,simple-real.json,OK
yasjf4j-jsonutil,correct,y_object_long_strings.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,simple-ascii-string.json,OK
yasjf4j-jsonutil,correct,y_object_duplicated_key.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,org-json-pass3.json,PRINT_EXCEPTION
yasjf4j-jsonutil,correct,y_string_unicode_U+2064_invisible_plus.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_number_real_capital_e_pos_exp.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,y_number_real_capital_e_neg_exp.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,negative-zero.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,roundtrip27.json,OK
yasjf4j-jsonutil,correct,roundtrip21.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_structure_true_in_array.json,OK
yasjf4j-jsonutil,correct,y_string_simple_ascii.json,OK
yasjf4j-jsonutil,correct,y_string_unicode.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_string_accepted_surrogate_pair.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_string_nbsp_uescaped.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_number_0e+1.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,escaped-utf-control-char.json,OK
yasjf4j-jsonutil,correct,org-json-pass1.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,utf-surrogate-four-byte-encoding.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,empty-array.json,OK
yasjf4j-jsonutil,correct,real-fraction-exponent.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,real-capital-e-negative-exponent.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,roundtrip18.json,OK
yasjf4j-jsonutil,correct,roundtrip14.json,OK
yasjf4j-jsonutil,correct,empty-object.json,OK
yasjf4j-jsonutil,correct,y_structure_trailing_newline.json,OK
yasjf4j-jsonutil,correct,y_string_surrogates_U+1D11E_MUSICAL_SYMBOL_G_CLEF.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,real-exponent.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,y_object_escaped_null_in_key.json,PRINT_EXCEPTION
yasjf4j-jsonutil,correct,y_string_1_2_3_bytes_UTF-8_sequences.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_number_real_exponent.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,false.json,OK
yasjf4j-jsonutil,correct,y_string_null_escape.json,OK
yasjf4j-jsonutil,correct,y_array_with_several_null.json,OK
yasjf4j-jsonutil,correct,inspector-json-payload.json,PRINT_EXCEPTION
yasjf4j-jsonutil,correct,negative-int.json,OK
yasjf4j-jsonutil,correct,y_string_uescaped_newline.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_object_duplicated_key_and_value.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,simple-object.json,OK
yasjf4j-jsonutil,correct,y_structure_whitespace_array.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,pass03.json,PRINT_EXCEPTION
yasjf4j-jsonutil,correct,complex-array.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_object.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_string_u+2028_line_sep.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,real-capital-e.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,roundtrip05.json,OK
yasjf4j-jsonutil,correct,real-negative-exponent.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,y_string_unicode_U+FDD0_nonchar.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_string_double_escape_n.json,OK
yasjf4j-jsonutil,correct,roundtrip08.json,OK
yasjf4j-jsonutil,correct,y_structure_lonely_string.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,roundtrip24.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,roundtrip10.json,OK
yasjf4j-jsonutil,correct,one-byte-utf-8.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,real-capital-e-positive-exponent.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,y_string_unicode_U+10FFFE_nonchar.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,short-string.json,OK
yasjf4j-jsonutil,correct,roundtrip07.json,OK
yasjf4j-jsonutil,correct,y_number_real_capital_e.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,y_number_real_neg_exp.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,twitter.json,PRINT_EXCEPTION
yasjf4j-jsonutil,correct,roundtrip25.json,OK
yasjf4j-jsonutil,correct,y_object_simple.json,OK
yasjf4j-jsonutil,correct,y_array_with_leading_space.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_array_with_1_and_newline.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,null.json,OK
yasjf4j-jsonutil,correct,y_structure_lonely_int.json,PARSE_EXCEPTION
yasjf4j-jsonutil,correct,simple-int-1.json,OK
yasjf4j-jsonutil,correct,y_array_false.json,OK
yasjf4j-jsonutil,correct,roundtrip11.json,OK
yasjf4j-jsonutil,correct,y_string_pi.json,OK
yasjf4j-jsonutil,correct,y_object_string_unicode.json,EQUIVALENT_OBJECT
yasjf4j-jsonutil,correct,y_string_allowed_escapes.json,OK
