Parser,Category,File,Result
yasjf4j-json-simple,correct,y_number_real_fraction_exponent.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_string_nonCharacterInUTF-8_U+10FFFF.json,OK
yasjf4j-json-simple,correct,roundtrip02.json,OK
yasjf4j-json-simple,correct,y_string_accepted_surrogate_pairs.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,empty-object-in-array.json,OK
yasjf4j-json-simple,correct,y_object_empty_key.json,OK
yasjf4j-json-simple,correct,y_string_unicode_U+1FFFE_nonchar.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_array_null.json,OK
yasjf4j-json-simple,correct,roundtrip15.json,OK
yasjf4j-json-simple,correct,y_number_negative_one.json,OK
yasjf4j-json-simple,correct,y_string_backslash_doublequotes.json,OK
yasjf4j-json-simple,correct,y_object_empty.json,OK
yasjf4j-json-simple,correct,y_number_int_with_exp.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_number_minus_zero.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,real-underflow.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_array_empty-string.json,OK
yasjf4j-json-simple,correct,roundtrip03.json,OK
yasjf4j-json-simple,correct,y_number_real_pos_exponent.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_string_double_escape_a.json,OK
yasjf4j-json-simple,correct,y_string_unescaped_char_delete.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,canada.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,roundtrip17.json,OK
yasjf4j-json-simple,correct,y_structure_string_empty.json,PARSE_EXCEPTION
yasjf4j-json-simple,correct,y_string_uEscape.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,empty-string.json,OK
yasjf4j-json-simple,correct,negative-one.json,OK
yasjf4j-json-simple,correct,roundtrip20.json,OK
yasjf4j-json-simple,correct,roundtrip01.json,OK
yasjf4j-json-simple,correct,y_number_simple_real.json,OK
yasjf4j-json-simple,correct,real-positive-exponent.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_array_heterogeneous.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,simple-real.json,OK
yasjf4j-json-simple,correct,y_object_long_strings.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,simple-ascii-string.json,OK
yasjf4j-json-simple,correct,y_object_duplicated_key.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,org-json-pass3.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_string_unicode_U+2064_invisible_plus.json,OK
yasjf4j-json-simple,correct,y_number_real_capital_e_pos_exp.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_number_real_capital_e_neg_exp.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,negative-zero.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,roundtrip27.json,OK
yasjf4j-json-simple,correct,roundtrip21.json,OK
yasjf4j-json-simple,correct,y_structure_true_in_array.json,OK
yasjf4j-json-simple,correct,y_string_simple_ascii.json,OK
yasjf4j-json-simple,correct,y_string_unicode.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_string_accepted_surrogate_pair.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_string_nbsp_uescaped.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_number_0e+1.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,escaped-utf-control-char.json,OK
yasjf4j-json-simple,correct,org-json-pass1.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,utf-surrogate-four-byte-encoding.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,empty-array.json,OK
yasjf4j-json-simple,correct,real-fraction-exponent.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,real-capital-e-negative-exponent.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,roundtrip18.json,OK
yasjf4j-json-simple,correct,roundtrip14.json,OK
yasjf4j-json-simple,correct,empty-object.json,OK
yasjf4j-json-simple,correct,y_structure_trailing_newline.json,OK
yasjf4j-json-simple,correct,y_string_surrogates_U+1D11E_MUSICAL_SYMBOL_G_CLEF.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,real-exponent.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_object_escaped_null_in_key.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_string_1_2_3_bytes_UTF-8_sequences.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_number_real_exponent.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,false.json,OK
yasjf4j-json-simple,correct,y_string_null_escape.json,OK
yasjf4j-json-simple,correct,y_array_with_several_null.json,OK
yasjf4j-json-simple,correct,inspector-json-payload.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,negative-int.json,OK
yasjf4j-json-simple,correct,y_string_uescaped_newline.json,EQUIVALENT_OBJECT
yasjf4j-json-simple,correct,y_object_duplicated_key_and_value.json,EQUIVALENT_OBJECT
